id_usuario;nome;cpf;email;tipo_conta;agencia;numero_conta;limite_especial;tipo_cartao;final_cartao;limite_cartao
441;Ana Pereira;643.967.852-58;ana.pereira@email.com;Corrente;0010;41078-7;3900.25;Débito;8854;0.0
442;Ana Oliveira;578.664.201-42;ana.oliveira@email.com;Poupanca;0010;45511-1;0.0;Débito;2135;0.0
443;Ricardo Nascimento;340.563.453-11;ricardo.nascimento@email.com;Poupanca;0007;51943-5;0.0;Crédito Platinum;8039;30495.2
444;Juliana Santos;604.322.915-86;juliana.santos@email.com;Poupanca;0004;62737-3;0.0;Débito;5667;0.0
445;Ana Silva;720.248.536-81;ana.silva@email.com;Universitária;0004;94198-0;0.0;Crédito Infinite;3156;45285.24
446;Maria Souza;195.936.626-71;maria.souza@email.com;Poupanca;0003;47260-5;0.0;Crédito Platinum;2684;7264.06
447;Juliana Souza;391.403.399-27;juliana.souza@email.com;Universitária;0005;69804-1;0.0;Débito;4954;0.0
448;Maria Ferreira;765.641.103-26;maria.ferreira@email.com;Corrente;0003;89614-0;4122.89;Débito;3636;0.0
449;Beatriz Ferreira;976.693.489-19;beatriz.ferreira@email.com;Corrente;0009;36835-3;3206.23;Crédito Infinite;5678;19244.66
450;Ana Pereira;456.255.787-82;ana.pereira@email.com;Universitária;0006;33921-6;0.0;Crédito Black;5087;37014.89
451;Patrícia Nascimento;276.512.295-87;patrícia.nascimento@email.com;Poupanca;0003;52878-0;0.0;Débito;8724;0.0
452;Patrícia Almeida;776.662.737-47;patrícia.almeida@email.com;Poupanca;0004;99534-1;0.0;Crédito Black;6244;36894.71
453;Ricardo Souza;412.653.107-37;ricardo.souza@email.com;Universitária;0007;23391-9;0.0;Crédito Black;6673;11512.58
454;João Almeida;477.904.387-65;joão.almeida@email.com;Poupanca;0005;37140-1;0.0;Crédito Platinum;5739;44621.21
455;João Souza;111.568.759-44;joão.souza@email.com;Corrente;0007;40925-9;4513.83;Crédito Infinite;4437;16919.61
456;Carlos Oliveira;241.606.367-11;carlos.oliveira@email.com;Poupanca;0003;73778-1;0.0;Crédito Black;6562;40717.2
457;Juliana Nascimento;503.254.604-41;juliana.nascimento@email.com;Universitária;0002;84372-9;0.0;Débito;7278;0.0
458;Lucas Costa;993.655.424-91;lucas.costa@email.com;Universitária;0002;54601-6;0.0;Crédito Black;8407;7015.23
459;João Silva;391.331.312-11;joão.silva@email.com;Corrente;0007;26431-0;4416.54;Crédito Platinum;8041;25260.56
460;Patrícia Almeida;984.477.221-47;patrícia.almeida@email.com;Universitária;0001;64771-6;0.0;Crédito Infinite;1173;3704.15
461;Fernando Pereira;168.522.429-94;fernando.pereira@email.com;Corrente;0002;55898-6;2284.63;Crédito Black;6896;44639.65
462;Ricardo Ferreira;257.705.543-73;ricardo.ferreira@email.com;Poupanca;0005;40354-4;0.0;Crédito Infinite;1513;38898.13
463;Ana Oliveira;745.990.436-42;ana.oliveira@email.com;Poupanca;0007;42672-0;0.0;Crédito Platinum;6713;6825.12
464;Lucas Almeida;873.945.100-52;lucas.almeida@email.com;Corrente;0007;85293-0;4394.16;Débito;9948;0.0
465;Carlos Almeida;383.669.177-69;carlos.almeida@email.com;Poupanca;0009;75719-0;0.0;Crédito Infinite;8857;21558.71
466;Beatriz Nascimento;278.649.682-41;beatriz.nascimento@email.com;Corrente;0002;56155-8;1665.28;Crédito Infinite;2553;5013.17
467;Patrícia Souza;487.265.200-63;patrícia.souza@email.com;Universitária;0006;44699-6;0.0;Débito;2616;0.0
468;João Ferreira;412.213.262-52;joão.ferreira@email.com;Poupanca;0009;86124-0;0.0;Débito;2711;0.0
469;Ana Pereira;352.670.755-64;ana.pereira@email.com;Corrente;0004;46405-9;593.13;Crédito Infinite;3073;38898.69
470;Patrícia Ferreira;748.103.634-71;patrícia.ferreira@email.com;Universitária;0005;90303-3;0.0;Crédito Platinum;2047;29141.69
471;Ana Souza;468.174.466-10;ana.souza@email.com;Universitária;0007;82109-6;0.0;Crédito Infinite;6939;16052.14
472;Carlos Silva;974.287.795-99;carlos.silva@email.com;Poupanca;0002;92558-0;0.0;Crédito Platinum;5612;10647.57
473;João Santos;118.738.238-92;joão.santos@email.com;Poupanca;0003;17404-8;0.0;Débito;2964;0.0
474;João Nascimento;551.933.127-66;joão.nascimento@email.com;Universitária;0010;17832-4;0.0;Crédito Black;3264;9224.95
475;Patrícia Costa;106.880.375-95;patrícia.costa@email.com;Universitária;0008;88008-9;0.0;Crédito Platinum;7736;32121.07
476;Lucas Silva;488.799.897-77;lucas.silva@email.com;Corrente;0008;65834-2;4364.46;Débito;3446;0.0
477;João Almeida;944.950.855-69;joão.almeida@email.com;Corrente;0005;53826-6;4634.54;Crédito Black;6295;36214.88
478;Lucas Silva;623.100.662-32;lucas.silva@email.com;Corrente;0006;93142-2;1979.87;Crédito Black;6746;16512.8
479;Patrícia Silva;690.375.394-49;patrícia.silva@email.com;Corrente;0001;30259-4;2779.21;Crédito Black;9191;15798.46
480;Fernando Pereira;657.349.863-61;fernando.pereira@email.com;Poupanca;0006;72157-5;0.0;Débito;8921;0.0
481;João Souza;495.536.458-88;joão.souza@email.com;Universitária;0003;38243-8;0.0;Débito;9539;0.0
482;Ricardo Pereira;264.638.130-47;ricardo.pereira@email.com;Poupanca;0001;60761-4;0.0;Crédito Black;8200;7127.75
483;Juliana Santos;388.710.540-24;juliana.santos@email.com;Corrente;0001;26761-3;3328.26;Débito;7922;0.0
484;Maria Almeida;328.251.462-50;maria.almeida@email.com;Corrente;0001;49933-3;1200.21;Crédito Infinite;1171;39898.89
485;Carlos Ferreira;495.453.811-90;carlos.ferreira@email.com;Corrente;0003;38673-0;3159.52;Crédito Infinite;9674;42946.19
486;Beatriz Costa;218.825.702-75;beatriz.costa@email.com;Corrente;0001;89814-2;3506.34;Débito;6274;0.0
487;Ricardo Oliveira;273.642.767-35;ricardo.oliveira@email.com;Poupanca;0007;51349-7;0.0;Crédito Platinum;7044;26759.43
488;Juliana Ferreira;948.320.516-90;juliana.ferreira@email.com;Corrente;0007;15053-3;3015.5;Crédito Infinite;8694;30784.18
489;Carlos Silva;863.854.410-53;carlos.silva@email.com;Poupanca;0005;70695-9;0.0;Crédito Infinite;5981;24366.66
490;Ana Pereira;581.470.563-86;ana.pereira@email.com;Universitária;0004;33711-0;0.0;Crédito Infinite;8835;46501.71
491;Patrícia Pereira;694.419.220-90;patrícia.pereira@email.com;Universitária;0003;65817-2;0.0;Débito;4537;0.0
492;Ricardo Souza;853.661.824-49;ricardo.souza@email.com;Poupanca;0005;26890-9;0.0;Débito;5311;0.0
493;Carlos Pereira;401.158.189-57;carlos.pereira@email.com;Corrente;0003;27610-8;4193.63;Débito;3888;0.0
494;Beatriz Ferreira;320.697.195-67;beatriz.ferreira@email.com;Poupanca;0009;93552-7;0.0;Crédito Infinite;4628;17539.79
495;Lucas Nascimento;682.383.376-32;lucas.nascimento@email.com;Poupanca;0005;24314-1;0.0;Crédito Platinum;3340;20903.91
496;Ana Ferreira;307.479.830-48;ana.ferreira@email.com;Poupanca;0009;52550-9;0.0;Débito;9569;0.0
497;Fernando Silva;879.410.487-96;fernando.silva@email.com;Universitária;0005;60347-7;0.0;Crédito Platinum;8436;28856.64
498;Patrícia Almeida;621.280.674-48;patrícia.almeida@email.com;Corrente;0006;23847-1;312.78;Débito;4917;0.0
499;Ana Pereira;621.743.369-54;ana.pereira@email.com;Poupanca;0009;29854-1;0.0;Crédito Platinum;5787;15068.18
500;Lucas Costa;104.336.125-27;lucas.costa@email.com;Corrente;0005;70727-9;756.81;Crédito Infinite;9821;35659.55
501;Beatriz Ferreira;271.833.281-67;beatriz.ferreira@email.com;Corrente;0007;15923-9;3425.98;Crédito Platinum;6891;24137.28
502;Fernando Silva;286.314.244-38;fernando.silva@email.com;Universitária;0001;83326-4;0.0;Crédito Black;5496;9395.14
503;Maria Silva;221.623.589-54;maria.silva@email.com;Poupanca;0007;38130-3;0.0;Crédito Platinum;6456;33692.02
504;Patrícia Ferreira;637.301.492-62;patrícia.ferreira@email.com;Poupanca;0002;57571-2;0.0;Crédito Platinum;3605;23594.39
505;Juliana Almeida;167.877.336-52;juliana.almeida@email.com;Poupanca;0004;44710-4;0.0;Crédito Black;2819;7356.63
506;João Almeida;882.901.542-18;joão.almeida@email.com;Universitária;0001;88752-8;0.0;Crédito Infinite;5107;9979.33
507;Beatriz Almeida;115.623.181-82;beatriz.almeida@email.com;Universitária;0006;67397-2;0.0;Débito;7886;0.0
508;João Nascimento;198.409.374-12;joão.nascimento@email.com;Poupanca;0007;31796-5;0.0;Débito;1195;0.0
509;Juliana Ferreira;628.524.866-89;juliana.ferreira@email.com;Corrente;0005;95457-0;3597.68;Crédito Platinum;5789;7721.21
510;Maria Oliveira;909.927.777-90;maria.oliveira@email.com;Corrente;0004;73643-2;1428.7;Débito;4608;0.0
511;Beatriz Nascimento;524.847.741-79;beatriz.nascimento@email.com;Universitária;0008;45830-6;0.0;Crédito Platinum;8639;49126.65
512;Beatriz Ferreira;219.227.361-32;beatriz.ferreira@email.com;Corrente;0004;71912-6;3493.88;Crédito Platinum;6367;14829.57
513;Lucas Costa;184.645.641-77;lucas.costa@email.com;Poupanca;0002;95623-7;0.0;Crédito Infinite;9891;5917.54
514;Lucas Costa;900.500.976-27;lucas.costa@email.com;Universitária;0004;75031-7;0.0;Débito;5519;0.0
515;Fernando Nascimento;609.719.282-24;fernando.nascimento@email.com;Poupanca;0001;11531-4;0.0;Crédito Platinum;1543;5889.97
516;Maria Oliveira;725.313.809-69;maria.oliveira@email.com;Poupanca;0005;36083-6;0.0;Crédito Platinum;3130;2717.3
517;Patrícia Souza;856.885.272-37;patrícia.souza@email.com;Universitária;0004;95765-7;0.0;Crédito Black;2749;38805.91
518;Fernando Ferreira;364.480.249-59;fernando.ferreira@email.com;Poupanca;0001;36221-5;0.0;Débito;7813;0.0
519;Ricardo Nascimento;314.339.822-82;ricardo.nascimento@email.com;Poupanca;0009;48261-1;0.0;Débito;7662;0.0
520;Ricardo Pereira;821.946.150-80;ricardo.pereira@email.com;Poupanca;0009;61044-1;0.0;Crédito Platinum;3727;9026.43
521;Carlos Oliveira;116.180.992-10;carlos.oliveira@email.com;Poupanca;0005;74704-7;0.0;Crédito Platinum;6958;14842.47
522;Ricardo Souza;208.305.941-25;ricardo.souza@email.com;Universitária;0008;61097-8;0.0;Crédito Infinite;7670;49039.51
523;Juliana Oliveira;732.489.373-31;juliana.oliveira@email.com;Universitária;0010;25772-9;0.0;Crédito Infinite;9964;47717.57
524;Juliana Ferreira;247.689.394-87;juliana.ferreira@email.com;Universitária;0005;57604-9;0.0;Crédito Platinum;8213;32396.62
525;Ricardo Souza;879.350.602-69;ricardo.souza@email.com;Universitária;0007;33088-0;0.0;Crédito Infinite;4463;9487.14
526;Maria Souza;330.325.306-80;maria.souza@email.com;Poupanca;0009;46026-6;0.0;Crédito Black;4654;11728.45
527;Carlos Nascimento;119.254.572-67;carlos.nascimento@email.com;Universitária;0004;69458-1;0.0;Crédito Infinite;2881;21093.27
528;Maria Souza;391.198.321-52;maria.souza@email.com;Poupanca;0010;86305-0;0.0;Crédito Infinite;1745;48185.69
529;João Costa;521.667.472-99;joão.costa@email.com;Corrente;0009;40733-6;3179.48;Débito;3899;0.0
530;Beatriz Costa;911.951.195-23;beatriz.costa@email.com;Poupanca;0001;75101-4;0.0;Débito;6059;0.0
531;Ana Almeida;543.860.800-35;ana.almeida@email.com;Corrente;0001;95043-3;1740.15;Crédito Infinite;6414;42532.73
532;Carlos Souza;656.167.824-35;carlos.souza@email.com;Universitária;0005;61470-9;0.0;Crédito Infinite;5527;32106.64
533;Fernando Silva;160.974.615-42;fernando.silva@email.com;Universitária;0003;22632-8;0.0;Débito;7609;0.0
534;Fernando Silva;493.368.290-21;fernando.silva@email.com;Universitária;0004;52070-5;0.0;Crédito Platinum;8996;39855.97
535;João Silva;598.225.690-80;joão.silva@email.com;Corrente;0001;61472-3;847.69;Crédito Infinite;2563;31694.54
536;Beatriz Souza;736.260.900-49;beatriz.souza@email.com;Poupanca;0002;12000-9;0.0;Crédito Black;9596;1980.64
537;Fernando Pereira;201.612.319-87;fernando.pereira@email.com;Corrente;0004;62823-3;187.72;Crédito Infinite;6659;17027.72
538;Ricardo Santos;691.312.882-20;ricardo.santos@email.com;Corrente;0004;38304-8;904.72;Crédito Infinite;1412;37031.75
539;Lucas Ferreira;996.289.931-28;lucas.ferreira@email.com;Corrente;0006;82482-4;631.0;Crédito Infinite;2793;13171.08
540;Juliana Nascimento;420.188.601-23;juliana.nascimento@email.com;Corrente;0002;33505-4;2925.66;Crédito Black;1231;39345.77
541;Beatriz Almeida;423.167.218-41;beatriz.almeida@email.com;Corrente;0003;67317-0;4477.81;Débito;1088;0.0
542;Lucas Ferreira;506.399.329-32;lucas.ferreira@email.com;Universitária;0002;67678-0;0.0;Crédito Black;9931;5415.32
543;Ricardo Oliveira;998.397.996-77;ricardo.oliveira@email.com;Corrente;0007;23506-8;4622.41;Débito;2193;0.0
544;Ricardo Costa;933.867.761-53;ricardo.costa@email.com;Corrente;0002;17203-0;3492.23;Crédito Platinum;2031;29453.13
545;Beatriz Santos;922.460.375-56;beatriz.santos@email.com;Poupanca;0004;76218-4;0.0;Crédito Black;1370;34802.3
546;Ana Almeida;989.742.140-26;ana.almeida@email.com;Poupanca;0002;84382-1;0.0;Débito;8388;0.0
547;Ricardo Pereira;708.935.811-45;ricardo.pereira@email.com;Poupanca;0007;56758-3;0.0;Débito;7258;0.0
548;Beatriz Costa;314.180.105-68;beatriz.costa@email.com;Corrente;0010;56828-6;1483.24;Débito;2757;0.0
549;Beatriz Almeida;896.194.388-17;beatriz.almeida@email.com;Poupanca;0001;29361-9;0.0;Débito;2416;0.0
550;Maria Pereira;662.487.202-76;maria.pereira@email.com;Universitária;0006;45911-3;0.0;Débito;1689;0.0
551;Ricardo Almeida;483.845.306-18;ricardo.almeida@email.com;Corrente;0001;74022-0;4687.03;Débito;3965;0.0
552;Ana Costa;499.297.625-20;ana.costa@email.com;Universitária;0005;92483-0;0.0;Débito;7484;0.0
553;Beatriz Almeida;101.637.554-72;beatriz.almeida@email.com;Corrente;0010;90063-1;1225.87;Débito;6811;0.0
554;João Nascimento;889.575.490-40;joão.nascimento@email.com;Poupanca;0007;49408-2;0.0;Débito;2012;0.0
555;Fernando Souza;155.214.997-89;fernando.souza@email.com;Corrente;0005;65403-8;1710.16;Crédito Infinite;3546;12638.44
556;Maria Costa;578.762.580-81;maria.costa@email.com;Corrente;0008;38704-3;843.29;Débito;5938;0.0
557;Maria Oliveira;877.529.874-17;maria.oliveira@email.com;Poupanca;0002;29279-2;0.0;Crédito Platinum;3263;1558.0
558;Juliana Almeida;430.888.306-29;juliana.almeida@email.com;Universitária;0010;93780-6;0.0;Crédito Black;4173;9327.52
559;Beatriz Ferreira;419.404.482-43;beatriz.ferreira@email.com;Universitária;0003;40346-5;0.0;Débito;4244;0.0
560;Carlos Ferreira;937.725.717-97;carlos.ferreira@email.com;Poupanca;0005;72849-6;0.0;Crédito Infinite;7899;31187.97
561;Patrícia Ferreira;948.328.653-18;patrícia.ferreira@email.com;Corrente;0007;56394-9;2510.76;Crédito Black;1341;17443.76
562;Carlos Costa;570.157.692-29;carlos.costa@email.com;Universitária;0002;93570-4;0.0;Crédito Infinite;4939;1818.27
563;Lucas Pereira;556.900.812-53;lucas.pereira@email.com;Corrente;0007;42986-7;1170.22;Crédito Infinite;6014;27212.88
564;Ricardo Pereira;715.441.831-32;ricardo.pereira@email.com;Corrente;0004;73916-7;4955.96;Crédito Black;9516;9956.76
565;Patrícia Santos;951.767.401-34;patrícia.santos@email.com;Poupanca;0001;75671-7;0.0;Crédito Black;5107;2939.14
566;João Oliveira;885.495.477-91;joão.oliveira@email.com;Poupanca;0010;27807-2;0.0;Crédito Platinum;6757;3091.79
567;Maria Nascimento;901.990.407-87;maria.nascimento@email.com;Universitária;0007;20652-7;0.0;Débito;2768;0.0
568;Lucas Ferreira;751.450.815-59;lucas.ferreira@email.com;Poupanca;0003;34727-6;0.0;Crédito Platinum;6149;25685.87
569;Carlos Oliveira;817.134.481-26;carlos.oliveira@email.com;Corrente;0009;16641-8;2750.64;Crédito Platinum;3568;17187.2
570;Carlos Souza;909.553.731-28;carlos.souza@email.com;Corrente;0006;13216-3;4718.19;Crédito Black;5959;2097.02
571;João Silva;346.241.689-96;joão.silva@email.com;Poupanca;0003;92519-6;0.0;Crédito Infinite;4059;3748.87
572;Patrícia Oliveira;562.634.674-78;patrícia.oliveira@email.com;Poupanca;0004;87766-0;0.0;Débito;5429;0.0
573;Ricardo Nascimento;793.587.881-49;ricardo.nascimento@email.com;Universitária;0004;43215-5;0.0;Débito;1121;0.0
574;Maria Oliveira;101.925.561-82;maria.oliveira@email.com;Corrente;0004;50979-4;104.12;Crédito Infinite;4256;11352.0
575;Ana Nascimento;226.446.589-17;ana.nascimento@email.com;Poupanca;0003;93911-2;0.0;Crédito Platinum;8473;31208.14
576;Carlos Almeida;586.781.344-24;carlos.almeida@email.com;Corrente;0004;17121-1;1596.54;Débito;7789;0.0
577;Carlos Costa;750.511.611-72;carlos.costa@email.com;Universitária;0007;46244-0;0.0;Crédito Infinite;3038;6838.28
578;Carlos Oliveira;395.647.249-21;carlos.oliveira@email.com;Corrente;0007;66002-0;1820.54;Crédito Infinite;9856;3180.05
579;Beatriz Oliveira;982.586.369-28;beatriz.oliveira@email.com;Universitária;0008;41492-9;0.0;Crédito Black;4470;44117.32
580;Fernando Costa;296.604.797-72;fernando.costa@email.com;Corrente;0002;67738-4;2778.45;Débito;5879;0.0
581;João Nascimento;898.989.445-12;joão.nascimento@email.com;Universitária;0005;80949-5;0.0;Crédito Platinum;9924;15555.83
582;Juliana Costa;396.490.435-79;juliana.costa@email.com;Universitária;0006;81493-2;0.0;Débito;4921;0.0
583;Ricardo Souza;684.718.415-34;ricardo.souza@email.com;Corrente;0002;39420-1;4016.28;Crédito Black;2044;20736.5
584;Juliana Silva;316.608.474-43;juliana.silva@email.com;Corrente;0002;94131-2;4981.64;Crédito Black;4847;46935.53
585;Fernando Almeida;644.319.357-26;fernando.almeida@email.com;Universitária;0008;73587-3;0.0;Crédito Black;4767;15203.49
586;Patrícia Oliveira;391.290.261-54;patrícia.oliveira@email.com;Poupanca;0007;12675-5;0.0;Crédito Platinum;3547;26225.07
587;João Silva;547.951.747-98;joão.silva@email.com;Universitária;0007;34992-5;0.0;Débito;2993;0.0
588;Beatriz Silva;657.679.860-96;beatriz.silva@email.com;Poupanca;0003;26608-4;0.0;Débito;3383;0.0
589;Patrícia Souza;741.137.465-26;patrícia.souza@email.com;Corrente;0010;65941-5;527.84;Crédito Black;7196;27772.14
590;Patrícia Pereira;773.802.479-74;patrícia.pereira@email.com;Universitária;0007;65451-3;0.0;Crédito Black;3237;20214.04
591;Fernando Ferreira;316.990.869-42;fernando.ferreira@email.com;Poupanca;0004;68617-4;0.0;Crédito Infinite;6363;14654.84
592;Juliana Ferreira;969.535.389-80;juliana.ferreira@email.com;Universitária;0002;52463-9;0.0;Crédito Infinite;9383;49300.93
593;Maria Ferreira;217.786.791-84;maria.ferreira@email.com;Poupanca;0004;11188-1;0.0;Débito;1568;0.0
594;Juliana Costa;972.684.214-31;juliana.costa@email.com;Universitária;0010;38793-3;0.0;Débito;3482;0.0
595;Ana Almeida;435.465.254-88;ana.almeida@email.com;Universitária;0008;40782-1;0.0;Crédito Platinum;5008;28709.33
596;Fernando Costa;928.308.933-40;fernando.costa@email.com;Poupanca;0003;62476-5;0.0;Débito;5641;0.0
597;Patrícia Ferreira;678.435.179-70;patrícia.ferreira@email.com;Universitária;0010;56886-0;0.0;Crédito Infinite;4046;12430.29
598;Ricardo Nascimento;416.395.605-79;ricardo.nascimento@email.com;Corrente;0009;86699-6;4321.16;Débito;9117;0.0
599;Juliana Costa;764.644.486-84;juliana.costa@email.com;Poupanca;0007;20393-5;0.0;Crédito Infinite;7855;46765.89
600;Fernando Silva;213.498.321-83;fernando.silva@email.com;Corrente;0003;85910-5;2779.94;Crédito Infinite;6530;32656.5
601;Fernando Nascimento;104.625.427-64;fernando.nascimento@email.com;Poupanca;0002;11245-8;0.0;Crédito Black;3974;28580.01
602;Carlos Pereira;448.656.314-83;carlos.pereira@email.com;Poupanca;0005;24145-0;0.0;Crédito Platinum;8834;11682.02
603;Lucas Nascimento;764.590.495-73;lucas.nascimento@email.com;Corrente;0005;43467-8;2742.28;Crédito Black;3942;37055.65
604;Ana Oliveira;535.809.740-91;ana.oliveira@email.com;Corrente;0001;30534-3;3050.8;Débito;8668;0.0
605;Maria Silva;126.788.825-63;maria.silva@email.com;Universitária;0010;56717-8;0.0;Crédito Platinum;6785;33113.9
606;Juliana Nascimento;113.239.893-69;juliana.nascimento@email.com;Corrente;0009;56039-0;948.45;Crédito Infinite;1711;48683.57
607;João Costa;755.201.713-61;joão.costa@email.com;Universitária;0002;19416-9;0.0;Crédito Platinum;7162;40687.84
608;Fernando Nascimento;558.121.755-86;fernando.nascimento@email.com;Poupanca;0004;70598-0;0.0;Crédito Black;3872;27150.44
609;João Silva;985.143.103-41;joão.silva@email.com;Universitária;0004;85205-7;0.0;Débito;6031;0.0
610;Ricardo Ferreira;898.656.760-48;ricardo.ferreira@email.com;Corrente;0004;91576-8;4588.25;Débito;6592;0.0
611;Maria Silva;723.563.693-11;maria.silva@email.com;Poupanca;0004;54017-7;0.0;Débito;7911;0.0
612;Beatriz Silva;345.377.980-76;beatriz.silva@email.com;Universitária;0002;43572-0;0.0;Crédito Infinite;5788;7457.61
613;Beatriz Oliveira;206.736.770-64;beatriz.oliveira@email.com;Poupanca;0002;58276-1;0.0;Crédito Platinum;3234;5934.84
614;Maria Oliveira;965.780.358-18;maria.oliveira@email.com;Universitária;0004;30682-2;0.0;Crédito Black;8442;6021.86
615;Lucas Santos;635.136.891-45;lucas.santos@email.com;Poupanca;0002;18325-0;0.0;Crédito Infinite;4904;18971.93
616;Ana Costa;626.993.468-91;ana.costa@email.com;Universitária;0008;83865-3;0.0;Crédito Black;9048;7874.44
617;Beatriz Nascimento;479.678.213-97;beatriz.nascimento@email.com;Poupanca;0006;69565-6;0.0;Crédito Platinum;7051;25458.34
618;Patrícia Nascimento;997.593.125-32;patrícia.nascimento@email.com;Poupanca;0008;85741-8;0.0;Débito;1374;0.0
619;Lucas Ferreira;410.412.152-42;lucas.ferreira@email.com;Universitária;0004;11479-8;0.0;Crédito Platinum;5755;5262.97
620;Lucas Pereira;876.731.754-62;lucas.pereira@email.com;Corrente;0006;35407-5;3107.22;Crédito Platinum;5178;20342.31
621;Fernando Nascimento;366.327.178-79;fernando.nascimento@email.com;Universitária;0008;10917-3;0.0;Crédito Infinite;5348;15025.98
622;Patrícia Ferreira;702.478.482-15;patrícia.ferreira@email.com;Poupanca;0006;10433-1;0.0;Crédito Platinum;4682;37651.88
623;Patrícia Ferreira;721.318.636-15;patrícia.ferreira@email.com;Poupanca;0005;38454-7;0.0;Crédito Black;9526;39070.81
624;Carlos Costa;802.830.896-70;carlos.costa@email.com;Universitária;0007;47916-1;0.0;Crédito Black;9775;6242.83
625;Carlos Costa;195.730.463-29;carlos.costa@email.com;Poupanca;0007;23177-8;0.0;Crédito Platinum;4585;29301.17
626;Maria Oliveira;254.676.325-35;maria.oliveira@email.com;Poupanca;0004;72734-6;0.0;Crédito Platinum;6983;48522.48
627;João Costa;256.478.901-47;joão.costa@email.com;Poupanca;0001;90190-8;0.0;Crédito Black;6231;10335.68
628;Patrícia Oliveira;988.316.218-92;patrícia.oliveira@email.com;Universitária;0006;69416-8;0.0;Débito;3513;0.0
629;Ricardo Silva;960.279.145-74;ricardo.silva@email.com;Poupanca;0006;20241-4;0.0;Crédito Black;7142;40792.73
630;Ana Pereira;604.662.933-92;ana.pereira@email.com;Universitária;0004;14257-2;0.0;Débito;3250;0.0
631;Fernando Silva;775.134.996-28;fernando.silva@email.com;Poupanca;0006;35761-8;0.0;Débito;2099;0.0
632;Fernando Pereira;326.168.659-31;fernando.pereira@email.com;Corrente;0003;61376-7;3952.37;Débito;9104;0.0
633;Carlos Oliveira;896.300.941-30;carlos.oliveira@email.com;Universitária;0001;53865-5;0.0;Crédito Infinite;6799;41313.81
634;Lucas Almeida;447.646.417-49;lucas.almeida@email.com;Universitária;0004;52352-2;0.0;Crédito Platinum;2148;29210.44
635;Maria Souza;270.995.447-95;maria.souza@email.com;Universitária;0005;42308-1;0.0;Débito;8339;0.0
636;Juliana Almeida;821.340.594-95;juliana.almeida@email.com;Universitária;0004;18505-4;0.0;Crédito Black;2332;23793.43
637;Juliana Santos;762.745.589-98;juliana.santos@email.com;Poupanca;0008;12204-6;0.0;Crédito Platinum;8965;36714.28
638;Patrícia Ferreira;550.213.222-30;patrícia.ferreira@email.com;Poupanca;0003;73525-0;0.0;Débito;4574;0.0
639;Carlos Santos;416.518.307-37;carlos.santos@email.com;Universitária;0006;44647-6;0.0;Débito;7667;0.0
640;Carlos Silva;271.278.661-32;carlos.silva@email.com;Universitária;0009;90096-8;0.0;Crédito Platinum;5195;35079.6
641;Ana Ferreira;370.740.463-58;ana.ferreira@email.com;Corrente;0004;98254-0;3570.96;Crédito Platinum;6926;34749.1
642;Lucas Costa;213.438.966-50;lucas.costa@email.com;Universitária;0002;48569-0;0.0;Crédito Infinite;1504;9946.27
643;Lucas Almeida;516.494.853-58;lucas.almeida@email.com;Corrente;0002;71338-5;3051.23;Débito;2509;0.0
644;Carlos Almeida;911.203.276-37;carlos.almeida@email.com;Corrente;0003;25671-1;1103.3;Crédito Platinum;6432;31350.91
645;João Ferreira;612.335.734-42;joão.ferreira@email.com;Universitária;0005;56177-2;0.0;Crédito Infinite;3123;3731.31
646;Ricardo Souza;431.164.494-82;ricardo.souza@email.com;Universitária;0008;72019-9;0.0;Crédito Infinite;9130;18154.33
647;João Costa;952.692.374-36;joão.costa@email.com;Universitária;0008;71614-9;0.0;Crédito Platinum;2060;31838.97
648;Ana Santos;186.454.650-16;ana.santos@email.com;Poupanca;0006;95262-0;0.0;Crédito Platinum;2386;26020.27
649;Ana Costa;278.654.890-89;ana.costa@email.com;Poupanca;0003;26435-2;0.0;Débito;4673;0.0
650;Beatriz Santos;183.388.899-40;beatriz.santos@email.com;Poupanca;0009;52063-0;0.0;Débito;4307;0.0
651;João Nascimento;980.117.138-21;joão.nascimento@email.com;Corrente;0002;89305-4;277.25;Crédito Platinum;8931;10290.96
652;Patrícia Oliveira;135.460.153-19;patrícia.oliveira@email.com;Universitária;0009;59209-3;0.0;Crédito Infinite;7750;36885.25
653;Ricardo Souza;548.217.141-46;ricardo.souza@email.com;Universitária;0002;82752-8;0.0;Débito;7527;0.0
654;Maria Ferreira;941.105.228-32;maria.ferreira@email.com;Poupanca;0006;77365-0;0.0;Débito;9648;0.0
655;Ana Costa;532.945.968-18;ana.costa@email.com;Poupanca;0001;94626-5;0.0;Crédito Platinum;2487;46632.57
656;Juliana Silva;351.985.937-99;juliana.silva@email.com;Poupanca;0005;40354-8;0.0;Débito;1857;0.0
657;Fernando Pereira;598.598.489-52;fernando.pereira@email.com;Corrente;0006;48276-3;4509.7;Débito;9417;0.0
658;Fernando Nascimento;945.304.957-38;fernando.nascimento@email.com;Corrente;0009;18839-2;2582.18;Crédito Platinum;6283;3451.98
659;Lucas Almeida;856.473.809-36;lucas.almeida@email.com;Poupanca;0002;87460-2;0.0;Crédito Black;1375;49836.4
660;Maria Souza;870.134.945-75;maria.souza@email.com;Poupanca;0008;13965-1;0.0;Crédito Infinite;9460;33372.73
661;Carlos Costa;559.937.867-33;carlos.costa@email.com;Corrente;0010;88310-4;51.11;Crédito Infinite;1442;41502.16
